積極的な設備投資を行ってまいりましたが、売上高は前年同期比0.9％増の264億95百万円にとどまりました	11
この結果、当連結会計年度の業績は、売上高5,880億45百万円（前年度比281億56百万円の減収）、営業利益250億38百万円（前年度比45億42百万円の増益）、経常利益268億34百万円（前年度比52億50百万円の増益）、親会社株主に帰属する当期純利益165億46百万円（前年度比41億81百万円の増益）となりました	12
また、「人材関連事業」は平成28年３月に取得した事業であるため、平成28年３月１日～平成28年３月31日の業績を前連結会計年度の業績としております	10
セグメントの業績は次のとおりであります	10
液体調味食品部門は、業務用調味液の売上が増加し、売上高は3,653百万円と前年同期と比べ105百万円（3.0％）の増収となりましたが、セグメント利益（営業利益）は362百万円と前年同期と比べ35百万円（8.8％）の減益となりました	11
2016年4月にカナダ、同年6月にメキシコにおいて「レンビマ」を新発売しました	10
（コンタクトレンズ・ケア用品）	10
ディスクリート…トランジスタ、ダイオード、ＩＧＢＴ等	10
このような状況のもと、当社は、成長と構造改革をともに実現することを目指す中期経営計画に沿い、「成長分野である業務用製品の積極的な売上拡大」と、「焼肉のたれや生鮮向け製品などの基幹事業の安定的な売上確保」といった基本戦略を推進し、経営環境の変化に対応した販売体制・開発体制の構築とともに、新製品開発によるラインアップ充実、販売プロモーションを積極的に展開いたしました	10
また、平成30年３月期から当社グループの連結財務諸表について、従来の日本基準に替えて国際財務報告基準（以下「IFRS」という	10
利益面では、原材料価格の高騰および在庫水準の適正化を目的とした滞留在庫品削減施策により売上総利益額が減少したことに加え、小売店舗における人件費の増加や本年４月より実施されるポイント制度変更に伴う広告宣伝費の増加等により、前年実績を下回りました	5
以上の結果、当連結会計年度の売上高は794億22百万円（前年同期比1.1％減）、営業損失は５億24百万円（前年同期は営業利益25億49百万円）、経常損失は３億49百万円（前年同期は経常利益27億23百万円）、親会社株主に帰属する当期純損失は58億７百万円（前年同期は親会社株主に帰属する当期純利益52億81百万円）となりました	6
飲食事業におきましては、昨年に続き山陰山陽四国地方への出店を強化しております	10
北米市場においては、家庭用分野では、主力商品であるしょうゆに加え、しょうゆをベースとした調味料等の拡充に引き続き力を入れ、当社のブランド力を生かした事業展開を行ってまいりました	10
菓子では、ビスケット品目を中心として、豆菓子、キャンデー、デザート、米菓、スナック、チョコレートなどの品目を展開しています	10
成果が現れました	10
（注）１．平均残高は、原則として日々の残高の平均に基づいて算出しております	10
当社のギフト事業部営業課の葬祭返礼品販売は、主要な取引先との取引を平成28年4月末日で解消したため大幅な減収減益となりました	8
当社グループの事業分野である産業用容器業界におきましては、主要需要家である化学・石油業界が、引き続き設備の統廃合や一部停止など国内事業の構造改革を進めている一方、高機能化学品やヘルスケア・医療薬等高付加価値事業へのシフトを強化しています	10
また、新商品として目的ローン借換商品「Reファイナンス」及び「無担保住宅ローン」をリリースいたしました	10
②　計測機器	10
なお、当社グループの事業はシステム事業の単一事業でありますので、開示対象となるセグメントが存在しないため、事業のセグメント別の業績は記載しておりません	10
日本では、国土交通省が推進するi-Constructionへの対応として、ＩＣＴ油圧ショベルと情報化施工ソリューションの普及を促進しています	10
以上の施策を展開いたしましたが、一方で、同業他社同様、天候の影響や他社ゴルフ場との価格競争の激化、夏場の長雨等によりコースのメンテナンスコストの増加等により、営業利益は前期を下回りました	7
水処理関連資材は、大きな市場である中国経済の成長鈍化の影響を受けるなど需要が伸び悩みました	8
ハードウェア売上高は、前年同期比0.8%増の28億22百万円、ソフトウェア売上高は、前年同期比14.9%増の102億81百万円となりました	12
一方で、国際事業においては、円高による為替換算の影響を受けました	10
①　コーティング	10
［精密機能部品］	10
なお、前連結会計年度のセグメント情報については、変更後の区分方法により作成したものを記載しております	10
繊維助剤は、ガラス繊維用助剤等の海外販売が伸長し増収となりました	12
セグメントの業績は、次のとおりである	10
当社グループの各セグメントの業績は次のとおりであります	10
加えて、税金費用および非支配株主に帰属する当期純利益を計上した結果、親会社株主に帰属する当期純損益は前連結会計年度に比べて396億円改善し186億円の利益となりました	11
この結果、当連結会計年度の営業収益は、当社の運輸収入が増加したことなどにより、前期比0.5％増の2,880,802百万円となりましたが、新幹線鉄道大規模改修引当金繰入などに伴い当社の営業費用が増加したことにより、営業利益は前期比4.4％減の466,309百万円、経常利益は前期比3.9％減の412,311百万円となりました	9
業務量の増加により、売上高は前年同期比8.8％増の198億11百万円となりました	12
予約減少もあり、利用人員は469千人（前期比11千人、2.4％減）となりました	9
さらに、太原支店、ハルビン支店および嘉興支店を設立し、本年１月から「ヤクルト」および「ヤクルトライト」の販売を開始しました	10
・株式会社IHIおよび他の出資会社７社とともに、鹿児島県鹿児島市において県内最大規模となる木質バイオマス発電事業を展開する事業会社の七ツ島バイオマスパワー合同会社を設立し、持分法適用関連会社といたしました	10
電子デバイス事業は、半導体製品用フォトマスクが海外向け及び国内向けともに伸び悩み、前年を下回った	7
また、円高の影響や燃油価格の下落によって費用が減少したことに加え、着実にコストマネジメント等を通じて費用抑制に努めたものの、事業規模拡大に伴う生産連動費用が増加したこと等により、営業利益は1,395億円（前期比0.2％減）となった	7
セグメントの業績は次のとおりです	10
省エネルギー事業、再生可能エネルギー事業ともに期末に見込んでおりました案件が期ずれする等の要因により期初計画を下回る結果となりました	8
一方、期中の為替変動による為替差損の発生や模倣品対策費用の増加等により、経常利益は24億4千7百万円（前期比15.2％減）となりましたが、不動産の売却益の発生等により、親会社株主に帰属する当期純利益は21億8千4百万円（前期比31.6％増）となりました	9
海外においては、米国経済は、好調な企業業績に加えて、個人消費も底堅く推移し、緩やかな拡大基調が続きました	13
当社グループを取り巻く環境は、電子商取引（EC）市場の拡大、非接触型電子マネーの普及など「決済のキャッシュレス化」が進み、今後はモバイル決済のさらなる普及も見込まれ、決済ビジネスにおける競争はますます激化しております	10
更に石膏ボード以外でも断熱性・防火性に優れた断熱材アースウールの販売を新たに開始しており、これまでのケイ酸カルシウム板や鋼製下地材等の拡販もあわせて収益確保に取り組んでまいりました	10
スマートデバイスビジネスでは、マリオの新しいアクションゲームアプリ『スーパーマリオ ラン』のiOS版を12月に、Android版を3月に配信開始し、世界中のお客様から大きな反響をいただいています	11
更に有限会社牛久葬儀社の業績も通期で寄与した結果、売上高は売上高は5,771百万円（前連結会計年度比8.8％増）、営業利益は397百万円（同34.5％増）となりました	12
これらが、輸出に依存度の高い我が国経済に与える影響が懸念される状況にあります	10
２．危険債権	10
当社は、米ドル建ての外貨建取引については、為替予約により為替相場の変動リスクを回避しております	10
この結果、営業利益は15億15百万円増（27.1％増）の71億12百万円となった	11
携帯コンテンツ配信事業につきましては、引き続きアーティストや声優、タレントの獲得と新規ファンメール配信サイトの開設を進めるとともに、他社が運営するサイトの当社への移管にも取り組んでまいりました	10
①　工業用ミシンにつきましては、縫製産地の流動化に応じた販売戦略の展開および高級機種需要など市場ニーズへの対応に努めましたが、円高の影響により売上高は162億51百万円（前年同期比1.2％減）となりました	9
当事業は豊洲冷蔵庫を除く首都圏８ヶ所に冷凍・冷蔵保管スペース（14万トン）を有し、水産物を中心に畜産物、農産物およびその加工品の保管事業を行っております	10
一方、円高の影響により、利益は減少いたしました	9
一方、日本経済新聞掲載の東京上白糖現物相場は、１キログラム当たり187円～188円で始まり、ニューヨーク粗糖先物相場の上昇に伴い10月に５円上昇、さらに米国新政権への期待感から円安傾向となり２月に３円上昇し、195円～196円で当期を終了いたしました	10
この結果、報告セグメントにおける中国地域の売上高は、前期比12.0％減の359億87百万円となり、セグメント利益は、前期比17.8％減の34億５百万円となりました	8
土地有効活用事業は、注文建築１件、戸建賃貸15件、その他６件の販売を行いました	10
当社グループの関連業界では、自動車は、米国で好調な新車販売が高止まり局面に入った一方で、国内需要が年末以降、増加に転じたことや、中国・欧州で需要が伸長した結果、全体としては前年同期と比較して増加しました	14
バス事業におきましては、貸切バスの稼働が伸びず営業収入は前年同期に比べ減少いたしました	8
詳細につきましては、「第５　経理の状況　１　連結財務諸表等　注記事項　（セグメント情報等）」に記載のとおりであります	10
一方、わが国経済も、企業収益や雇用・所得環境の改善などにより、緩やかな回復基調が続きましたが、海外経済の不確実性や金融資本市場の不透明さを背景に、先行きに対する不安感が残ったまま推移いたしました	11
（単位：億円）	10
また、海外人材募集領域では、主にブランド認知度の向上と営業体制の強化に努めることでユーザー及びクライアントの獲得に取り組んでまいりました	10
当連結会計年度の業績につきましては、受注高802億円（前期比0.1％増）、売上高784億円（前期比1.4％増）となりました	12
セグメントごとの業績を示すと、次のとおりであります	10
経常利益は470億６千４百万円（前期比10.6％増）となり、親会社株主に帰属する当期純利益は357億１千１百万円（前期比15.2％増）となった	12
新規連結会社が加わったこと等により、売上高は703億円と前連結会計年度に比べ１億円、0.2％の増収となり、営業利益は24億円と前連結会計年度に比べ９億円、58.5％の増益となりました	12
産業用では、生産設備を更新したHQF、建築需要に伴うアスベスト隔離シートが伸びました	12
導電性ペースト材（『ドータイト』など）を取扱う電子材料部門におきましては、海外市場における価格競争力の低下やパソコン向け市場での需要低迷などの影響により、売上高は減少いたしました	7
セグメント利益は、前期比8.3％増の24億28百万円となった	11
以上の結果、当連結会計年度の業績につきましては、化学品関連事業は、国内の需要が低迷した商品の影響もあり前年度を若干下回りましたが、石油製品関連事業は、国内取引は低調に推移したものの中国取引の回復により堅調に推移しました	9
保険引受に係る営業費及び一般管理費は267億円（同9.7％増）、正味事業費率は、新商品販売開始にともなう費用の増加に加え、システム関連費用の増加により、28.3％（同1.2ポイント上昇）となりました	6
また、設備投資につきましても、慎重姿勢は残るものの緩やかな回復基調にあります	11
この結果、部門全体では為替換算の影響により、前期の売上を下回ったものの、現地通貨ベースでは前期の売上を上回りました	11
した	10
以上の結果、海外 食料品製造・販売事業の売上高は817億８千３百万円（前期比96.4％）、営業利益は162億５千１百万円（前期比98.8％）と、減収減益となりました	8
なお、海外子会社 NAGAWA DO BRASIL INDÚSTRIA DE CONSTRUÇÕES MODULARES LTDA. は平成29年２月にその貸付債権を株式化した上で、第三者に譲渡したため、当社の連結対象外となっております	10
このような市場環境を受け、当社装置の受注・売上は前年同期比で減少となった	8
電線材料	10
加えて第1四半期にはゴールデン・ウィークに向けた『まっぷるマガジン』の改訂版出版に伴う旧版の入替返品が、第4四半期おいては、地図商品の改訂版出版に伴う旧版の入替返品が、どちらも想定を大きく超過する結果となり、市販出版物の売上高は58億76百万円となり、前連結会計年度に比べ20億73百万円減少しました（前年同期比△26.1％）	8
経常利益等の明細（基礎利益）	10
これにより、売上高は70,232百万円（前連結会計年度比9.3％増）、営業利益は2,413百万円（同14.5％増）となりました	12
さらに、法人向けサービスとして開発した「リモートブラウズ」、「リモートカタログ」や他社から提供を受けている「リモート・ビュー(AnyClutch Remote)」、「リモート名刺(BizCompass)」など、リモートメール以外のスマートデバイス向けサービスの販売も強化しております	10
利益面では価格交渉による粗利率の上昇や経費負担の減少もあり、セグメント利益１千２百万円（前期はセグメント損失５百万円）となった	13
・コア事業の強化と高度化では、三国間フォワーディング事業の拡大や各国の国内物流強化のため、海外での自社倉庫の建設を積極的に進め、競争力の向上に取り組んでまいりました	10
セグメントの業績は次のとおりであります	10
食品業界におきましては、人口減少による内需の伸び悩みのなかでの販売競争が激化する一方、雇用の改善に伴う人手不足により労働コストが上昇するなど、厳しい経営環境が続きました	6
このような状況下、当社グループは深セン市における不動産の賃貸管理及び開発事業に経営資源を集中し、所有物件（建物114千㎡・土地127千㎡）の効率的な活用とハイレベルな運用管理を行うことにより、稼働率の高い安定した収益基盤の強化を図り業績の拡大を目指してまいりました	10
タイ昭和パックス㈱は会計期間が１-12月ですが、人員増強で生産体制を強化して受注を増やし4期連続でクラフト紙袋の販売数量を伸ばしました	12
（ ）内は、前連結会計年度末との増減数であります	10
このような環境の中、当社におきましても３つの基本戦略である、「既存事業の深耕」、「マーケットエリア拡大」、「多角化推進」により競争力の強化を図り、これらの結果、当事業年度における業績は、売上高は	10
東洋ビジネスシステムサービス株式会社が展開する運用・保守等のシステムサポート事業につきましては、引き続きシステムのライフサイクルサポートの充実に努めました	10
[プラント事業]	10
当連結会計年度の内外経済情勢は、先進国を中心に緩やかな回復基調が続いた	11
以上の結果、当期の国際線旅客数は911万人（前期比11.6％増）となり、収入は5,167億円（同0.2％増）となった	12
既存事業においては、販売力や製品・サービス力の向上により既存顧客との関係維持、満足度向上を図るとともに、新規顧客の開拓による顧客基盤の拡大とこれらに伴うサービス収入の増大、収益基盤の更なる強化に努めました	10
①　カーエレクトロニクス事業	10
(注)　乗車効率の算出方法	10
以上のように、お客様に対して最適な経営システム及び高品質なサービスを提供し、顧客基盤の維持・拡大を図るとともに、新規事業による新たな収益基盤の確立を目指し、更なる利益創出、企業価値向上に努めました	10
当社は、イタリアの有力バルブメーカーであるカバーニャ・グループ（以下「カバーニャ」）の持株会社であるパルテカ社と平成28年６月に「業務提携に向けた提携分野の調査・検討に関する覚書」を締結し、共同で具体的な提携分野についての協議を進めております	10
その他の事業では、当社グループの成長を支える新たな事業を開発・育成すべく、当社グループが保有する様々な情報や独自の技術を総合的に活用して、特長ある活動を推進しております	10
わが国においては、雇用情勢が堅調に推移し、緩やかな景気回復が見られました	12
さらに、これらの商品を対象に、昨年10月に「2016スワローズ応援感謝フェア」を、本年１月から２月にかけて「続けて実感！ 乳酸菌 シロタ株 キャンペーン」を実施し、ブランドの活性化を図りました	10
4品目の内訳は、抗がん剤「ハラヴェン」373億28百万円、「レンビマ」214億56百万円、「フィコンパ」103億24百万円、肥満症治療剤「Belviq」37億14百万円でした	10
この結果、中小企業や地方公共団体向け貸出、住宅ローンが増加したことから貸出金は当年度中63,877百万円増加して、当連結会計年度末残高は3,252,218百万円となりました	13
この結果、当事業分野の売上高は2,721億54百万円（前年度比172億68百万円の減収）、営業利益は159億39百万円（前年度比68億90百万円の増益）となりました	10
取組みました	10
利益面につきましては、生産性改善と合理化施策を推し進めましたが、光学分野では新製品の販売により損失は縮小したものの、全体として黒字化するに至りませんでした	10
これらの結果、飲料および食品製造販売事業部門（ヨーロッパ地域）の連結売上高は7,800百万円（前期比9.5％減）となりました	9
その結果、当事業全体の売上高は9億1千9百万円（前年同期比20.6％減）、営業利益は1億1千6百万円（前年同期比6.0％減）となりました	8
（セグメントの業績については，セグメント間の内部売上高又は振替高を含めて記載している	10
この結果、当事業のセグメント売上高は226億６千６百万円（前年同期比4.6％増）となりました	11
当社グループの中核事業であります自動車販売関連事業の当連結会計年度における状況は、日産自動車の軽自動車２車種が４月から６月にかけて販売停止となったことの影響を受けましたが、４月から新たに静岡県においてＢＭＷディーラーの営業を開始した㈱モトーレン静岡と５月に子会社化した英国のWESSEX GARAGES HOLDINGS LIMITEDならびに10月に子会社化したスペインのMASTER AUTOMOCION, S.L.傘下の事業会社12社の販売増が寄与したこともあり、新車、中古車を合わせた自動車販売台数は82,916台と前期に比べ9,099台（12.3％）増加いたしました	14
紙パルプ用界面活性剤は、消泡剤やサイズ剤等が振るわず減収となりました	7
当連結会計年度は、顧客企業におけるシステム関連投資やSI関連サービスに対する引き合いは高水準で推移し、また当社グループにおける社内システムの開発等により売上高は順調に伸長いたしました	13
③　データエントリー事業	10
清涼飲料業界では、メーカー間の価格競争等による激しいシェア争いや、メーカーのナショナルブランドと流通小売のプライベートブランドとの競争激化などにより、厳しい市場環境が続いた	8
国内市場においては、急性期病院、中小病院、診療所といった市場別の取り組みを強化するとともに、消耗品・保守サービス事業の拡大に注力した結果、売上を伸ばすことが出来ました	11
また、前連結会計年度に発生いたしました特別利益（固定資産の売却益）の減少等により、親会社株主に帰属する当期純利益は20億７千３百万円（同37.2％減）となりました	8
以上の結果、当連結会計年度の売上高は、フェニテックセミコンダクター株式会社を連結に取り込んだことにより、215億59百万円（前年同期比103.0％増）となりました	11
①タンタルコンデンサ事業	10
生産・供給体制面においては、設備投資計画の一部前倒しに加え、今後の安定供給体制をより確かなものとするため、７月より、全国６工場の主に製剤・包装等の業務を担う有期雇用社員約700名を、勤務地と業務を限定した新しい無期雇用社員（名称：工場正社員）へ転換すると共に、工場正社員の新規採用を拡大することとしました	10
なお、昨年12月にはアスペンジャパン株式会社との間で同社が製造・販売しております免疫抑制剤「イムラン錠」の日本国内におけるコ・プロモーション契約を締結し、本年１月より医薬情報活動を開始しております	10
船舶用システム製品（船舶用配電制御システム等）では、海運市況の悪化に伴う中国造船市場向け及び資源安による東南アジアにおける海洋掘削市場向けの受注低迷、納期遅延、キャンセル発生などにより、売上は前年同期に比べ大幅に減少しました	6
この結果、売上高は36億81百万円（同3.1％増）となり、営業利益は２億51百万円（同64.2％増）となりました	12
③アジア	10
会計期間末に為替レートが円安に振れたことから円換算でも大幅な増収増益となりました	11
航空機関連材料およびエネルギー関連材料は、需要の端境期となりました	8
欧州では回復基調が続き、さらに中国では小型車の減税措置の効果があったほか、ＳＵＶを中心に需要増加が続きました	12
当連結会計年度通期の相場は前年度とのドル建てでの比較では10.0%アップする一方、円高により、円建てでは0.7%と僅かにダウンしました	10
また、液体容器では不採算部門の解消を進めたことなどにより大きく減収となりました	9
①　投資・金融サービス業	10
（注）１．年換算保険料とは、１回あたりの保険料について保険料の支払方法に応じた係数を乗じ、１年あたりの保険料に換算した金額です（ただし、一時払契約等は、保険料を保険期間で除した金額）	10
当連結会計年度におけるわが国経済は、景気は緩やかな回復基調が継続しているものの、個人消費には未だ力強さがなく、さらに英国のＥＵ離脱問題や米国のトランプ新政権発足の影響により海外経済の不確実性が高まるなど、景気の先行きについては依然不透明な状況にあります	9
建材、住宅機器等の住設建材群は、総じて市場の伸びと同程度の拡大を図ることができ、当社グループの主力取扱商品であります合板の市況回復を受け、特に利益面で貢献いたしました	13
奈良県を中心とする地元経済におきましては、天候不順による食料品価格の高騰や、原油価格の上昇等の影響から、一部の業種で収益環境の改善に遅れが見られる一方、年初来の株安・円高基調が落ち着きを取り戻し、米国経済の先行きに対する期待感から業績に好影響を及ぼす企業も見られるなど、企業の景況感にはバラツキが見られました	7
このような情勢のなか、当社グループは、モジュール・システム建築の技術・ノウハウを活用し、工場、倉庫、店舗等の受注を拡大していく一方、ユニットハウスにおいては各工場の生産・整備の効率化に努め、拡大するレンタル需要に対応してまいりました	11
《ベトナムセグメント》	10
見え出す一方、原油、穀物の価格が上昇するなど、一段と先行き不透明な状況が続くと予想されます	9
このような状況下で、食品部門では、量販店・外食向けである精米販売の数量は、69千玄米トン（前期比3.9％増）と増加しましたが、一般小売店や他卸売業者向けである玄米販売は、主要産地である東北・関東を中心に取引価格の高騰から思うようなコメの手当ができず、23千玄米トン（同47.7％減）と大幅に減少しました	9
＜その他の事業＞	10
その他の事業の売上高は、93百万円と前年同期比10百万円(12.8%)の増収となり、営業利益は22百万円とほぼ前年同期並みとなりました	11
また、リフォーム市場や非住宅市場等への取り組みを一段と推進するとともに、請負工事の受注拡大に向けた体制の整備を進めました	10
当連結会計年度における収益等の内訳は次のとおりであります	10
また利益率の高い電子売上の売上減少も利益に大きな影響を与えました	9
また、負債比率(Net DER)は前期末から0.06ポイント改善し、ネットキャッシュとなり、マイナス0.05倍となりました	11
新興国経済は、資源価格の持ち直し等により景況感が改善し、緩やかに回復しました	13
荷動きに関しては、消費関連や建設関連の貨物が堅調に推移したことから、国内の総輸送量は５年振りに増加に転じました	12
また、営業損失は、前連結会計年度に比べ２億円増の３億円となりました	9
その結果、当連結会計年度の売上高は、9,807百万円（前年同期比424百万円減、4.1％減）となりました	9
「住まいとモビリティ」の領域では、２枚のガラスを手動でスライドさせて透明と遮蔽を切り替える「ＤＮＰ調光ブラインド スマートシェード」や、軽量で耐候性や耐摩耗性に優れた自動車向け曲面樹脂ガラスなど、機能性に優れた新製品の開発を進めた	10
国内では、非衣料分野の受注増加に積極的に取り組んだ成果もあり、無地染加工は堅調に売上を伸ばしましたが、婦人衣料販売を中心としたカジュアル衣料の販売不振によりプリント加工の受注は減少しました	9
このような市場環境の中、当社グループは、新製品開発や販売促進活動などに注力し、市場の活性化と売上の拡大に努めたものの、円高の影響もあって当連結会計年度の売上高は791億4千2百万円（前期比0.1％増）、営業利益は34億1千6百万円（前期比0.1％減）と、概ね前年並みとなりました	10
その結果、精密加工ツールの売上高は過去最高となりました	11
（※１）株式会社エコアのみ、電力販売のサービス名称を「エコアのｅでんき」としております	10
以上の結果、当事業年度の売上高は7,292,771千円と、前事業年度に比べ931,658千円(△11.3％)の減収となりました	9
アジア・欧州セグメントの業績は下記のとおりです	10
利益面では、メキシコ子会社で量産準備費用が増加し、米国子会社では労働需給の逼迫等により安定した生産体制を整えることができずコスト高の供給が必要となったため、セグメント損失は３億75百万円（前連結会計年度は２億28百万円のセグメント損失）となりました	7
建設機械部門につきましては、公共事業の減少などによりレンタル業者の機械稼働率が低下し、油圧ショベルなどの新規設備投資が低調に推移しましたが、期の後半にかけ、政府の経済政策の効果などを背景に需要に回復の動きがみられました	8
「募集・売出し・特定投資家向け売付け勧誘等の取扱手数料」は、７億95百万円（同83.9％）となりました	9
本事業においては、マンション建設事業を抑制したことにより、売上高は6,177百万円と前年同期に比べ774百万円減少しました	9
こうした中、当社グループ販売強化項目の一つである「特定市場」を中心に市場開拓を行うとともに中国をはじめとする代理店網の強化策などに積極的に取り組んでまいりましたが、外部顧客向売上高は現地通貨ベースで前年同期比2.2%減となりました	9
②ＩＣＴソリューション事業	10
・人造黒鉛電極	10
当期におきましては、引き続き真空ポンプ・送風機ともに順調に出荷が進んだことに加え、部品・修理も伸長し、売上高は前年同期比728百万円（18.4%）増加の4,690百万円となり、損益面におきましては、26百万円改善、セグメント損失335百万円となりました	16
④　不動産業	10
以上の結果、売上高は4,234億69百万円（前年同期比0.6％増）、営業利益は石油製品の販売競争の激化による利益率の低下などにより104億74百万円（前年同期比8.6％減）、経常利益は119億97百万円（前年同期比3.6％減）となりました	8
埼玉興業㈱の「川口・黒浜・騎西の各グリーンゴルフ」練習場は、お客様に快適に楽しんでいただけるよう、人工芝等の設備の更新工事を進めておりますが、天候の影響や若年層の新規入場者が伸び悩んだことから減収減益となりました	7
③セキュリティ機器関連事業	10
当連結会計年度におけるわが国経済は、政府による経済政策や日銀による金融政策により、景気は緩やかな回復基調で推移いたしましたが、個人消費の伸び悩みや海外情勢の不透明感などにより、依然として予断を許さない状況にあります	9
国内外別の売上高については、国内は18.2％減収の39,083百万円、海外は20.2％減収の35,110百万円となりました	8
当連結会計年度における世界経済は、米国では金融政策正常化へ踏み出す中、新政権による拡張的な財政政策への期待とともに今後の政策運営への疑念が高まりました	10
加えて、リアル店舗を運営する中小企業向けに、各業種に特化した予約管理システムの販売などを行う業種別・ITソリューション事業の契約（保有）店舗数も順調に推移いたしました	11
当社の主要販売先であります薬局におきましては、市場が飽和しつつある中、昨年４月に実施された調剤報酬及び薬価の改定の影響を受け、大手チェーンのＭ＆Ａ等による規模拡大により業界再編が進む一方、中小薬局を取り巻く環境は厳しさを増しております	8
〔印刷事業〕	10
③　エンジニアリングセグメント	10
2016年5月、「フィコンパ」を新発売しました	10
当連結会計年度におけるわが国経済は、海外景気の下振れ懸念があるものの、政府による経済政策の効果、雇用・所得環境の改善などにより、緩やかな回復基調で推移いたしました	12
不動産業において、不動産賃貸では、当社グループが所有する賃貸用不動産は、入居率、稼働率ともに高水準で推移しており、安定した収益源となっております	11
ニューヨーク粗糖先物相場の期近限月は、１ポンド当たり15.40セントで始まり、タイ、インド及び中国の減産や最大の生産国であるブラジルの減産予測による５年ぶりの供給不足を背景とした先行き不透明感から上昇し、10月に期中最高値となる23.90セントをつけました	5
当連結会計年度における経営成績は、売上高３兆639億円（前期比1.2％増）、営業利益396億50百万円（前期比6.2％減）、経常利益533億60百万円（前期比3.2％減）、親会社株主に帰属する当期純利益290億11百万円（前期比5.7％減）となりました	8
その一方で、既存サイトの一部では会員数の減少も見られ、また、新規ファンクラブサイトの開設も想定を下回る結果となりました	8
ｅコマース事業につきましては、ＣＤ、ＤＶＤ及びブルーレイといった音楽映像商品と、それに関連するアーティストグッズを中心に、大手レコード会社との提携によるレコード会社の公式販売サイトの運営管理と、当社による直販の両面から事業を展開してまいりました	10
焼鳥事業におきまして、以前より最優先事項として内部取組みを行ってまいりましたが、その成果が鮮明化しており、新規出店を再開しております	10
）の発行済株式の80％を取得し、当社の子会社といたしました	10
①総合エネルギー事業	10
３．戸建分譲事業には、戸建住宅のほか、建築条件付戸建住宅及び宅地等が含まれます	10
③機能材料関連事業	10
以上の結果、当連結会計年度の売上高は110,377百万円（前連結会計年度比 6.2％増）、営業利益は3,897百万円（同28.7％増）、経常利益は4,062百万円（同26.1％増）、親会社株主に帰属する当期純利益は2,080百万円（同11.4％増）の増収増益となりました	14
２．商品先物取引における取引単位の最低単位を枚と呼び、例えば㈱東京商品取引所の金は１枚1kg、ガソリンは１枚50ｋlというように1枚当たりの数量は商品ごとに異なります	10
